76,0,2,0,1,1,1,4,0,1,1
0,59,0,2,1,0,0,0,1,0,1
1,6,51,0,0,1,0,0,2,0,0
0,2,0,57,0,0,0,0,2,0,0
0,0,0,0,7,0,0,1,0,0,0
1,0,1,0,0,34,6,4,0,0,4
0,0,0,1,0,1,50,5,1,0,1
1,0,0,0,0,0,1,181,0,0,1
0,0,1,0,0,0,0,0,129,1,0
0,0,0,0,0,0,3,0,0,20,0
1,0,2,0,0,1,0,1,1,0,23
